스타벅스 명,스타벅스 주소,역 명,운영기관,역 주소,노선명
순화동더샵,"서울특별시 중구 칠패로 27, 1층 (순화동)",시청,서울교통공사,"서울특별시 중구 세종대로 지하101 (정동 5-5), 서울특별시 중구 서소문로 지하127(서소문동)","1호선, 2호선"
이마트타워,서울특별시 중구 세종대로7길 37 (순화동) 1층,시청,서울교통공사,"서울특별시 중구 세종대로 지하101 (정동 5-5), 서울특별시 중구 서소문로 지하127(서소문동)","1호선, 2호선"
대한상공회의소R,서울특별시 중구 세종대로 39 (남대문로4가) 1층,시청,서울교통공사,"서울특별시 중구 세종대로 지하101 (정동 5-5), 서울특별시 중구 서소문로 지하127(서소문동)","1호선, 2호선"
소공로,"서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 (소공동)",시청,서울교통공사,"서울특별시 중구 세종대로 지하101 (정동 5-5), 서울특별시 중구 서소문로 지하127(서소문동)","1호선, 2호선"
명동입구,서울특별시 중구 남대문로 68-1 (명동2가),시청,서울교통공사,"서울특별시 중구 세종대로 지하101 (정동 5-5), 서울특별시 중구 서소문로 지하127(서소문동)","1호선, 2호선"
현대디큐브B2,서울특별시 구로구 경인로 662 (신도림동),신도림,"한국철도공사, 서울교통공사",서울특별시 구로구 새말로 지하 117-21(신도림동),"1호선, 2호선"
현대디큐브2F,서울특별시 구로구 경인로 662 (신도림동),신도림,"한국철도공사, 서울교통공사",서울특별시 구로구 새말로 지하 117-21(신도림동),"1호선, 2호선"
신림,서울특별시 관악구 신림로 355-1,신림,"로템에스알에스 주식회사, 서울교통공사",서울특별시 관악구 남부순환로 1614,"수도권 경량도시철도 신림선, 2호선"
신림타임스트림,서울특별시 관악구 신림로 330,신림,"로템에스알에스 주식회사, 서울교통공사",서울특별시 관악구 남부순환로 1614,"수도권 경량도시철도 신림선, 2호선"
신초오거리,서울특별시 마포구 신촌로16길 10 (노고산동),신촌,서울교통공사,서울특별시 마포구 신촌로 지하90(노고산동),2호선
서강대,서울특별시 마포구 백범로 23 (신수동),신촌,서울교통공사,서울특별시 마포구 신촌로 지하90(노고산동),2호선
신촌역,서울특별시 서대문구 신촌로 73 (창천동),신촌,서울교통공사,서울특별시 마포구 신촌로 지하90(노고산동),2호선
현대신촌,서울특별시 서대문구 신촌로 83 (창천동),신촌,서울교통공사,서울특별시 마포구 신촌로 지하90(노고산동),2호선
신촌 ,서울특별시 서대문구 연세로 10-1 (창천동),신촌,서울교통공사,서울특별시 마포구 신촌로 지하90(노고산동),2호선
신촌명물거리,"서울특별시 서대문구 명물길 24, 1-5층 (창천동)",신촌,서울교통공사,서울특별시 마포구 신촌로 지하90(노고산동),2호선
연대,서울특별시 서대문구 연세로 35 (창천동),신촌,서울교통공사,서울특별시 마포구 신촌로 지하90(노고산동),2호선
신촌아트레온,서울특별시 서대문구 신촌로 129 (창천동),신촌,서울교통공사,서울특별시 마포구 신촌로 지하90(노고산동),2호선
서초구청,서울특별시 서초구 남부순환로 2557 (서초동),양재(서초구청),"경기도 신분당선, 서울교통공사","서울시 서초구 남부순환로 지하 2585, 서울특별시 서초구 남부순환로 지하2585(서초동)","신분당선, 3호선"
양재강남빌딩R,서울특별시 강남구 남부순환로 2621 (도곡동),양재(서초구청),"경기도 신분당선, 서울교통공사","서울시 서초구 남부순환로 지하 2585, 서울특별시 서초구 남부순환로 지하2585(서초동)","신분당선, 3호선"
양재역,서울특별시 서초구 강남대로 202 (양재동) 모산빌딩,양재(서초구청),"경기도 신분당선, 서울교통공사","서울시 서초구 남부순환로 지하 2585, 서울특별시 서초구 남부순환로 지하2585(서초동)","신분당선, 3호선"
여의도화재보험,서울특별시 영등포구 국제금융로6길 38 (여의도동),여의도,"서울교통공사, 서울시메트로9호선(주)","서울특별시 영등포구 여의나루로 지하40(여의도동), 서울특별시 영등포구 의사당대로 지하101","수도권 도시철도 9호선, 5호선"
여의도IFC몰(L1)R,서울특별시 영등포구 국제금융로 10 (여의도동)  지하1층 178호,여의도,"서울교통공사, 서울시메트로9호선(주)","서울특별시 영등포구 여의나루로 지하40(여의도동), 서울특별시 영등포구 의사당대로 지하101","수도권 도시철도 9호선, 5호선"
여의도ABL타워,서울특별시 영등포구 의사당대로 147 (여의도동) 알리안츠타워,여의도,"서울교통공사, 서울시메트로9호선(주)","서울특별시 영등포구 여의나루로 지하40(여의도동), 서울특별시 영등포구 의사당대로 지하101","수도권 도시철도 9호선, 5호선"
여의도한양증권,서울특별시 영등포구 국제금융로6길 7 (여의도동) 한양증권,여의도,"서울교통공사, 서울시메트로9호선(주)","서울특별시 영등포구 여의나루로 지하40(여의도동), 서울특별시 영등포구 의사당대로 지하101","수도권 도시철도 9호선, 5호선"
여의도,서울특별시 영등포구 국제금융로2길 28 (여의도동),여의도,"서울교통공사, 서울시메트로9호선(주)","서울특별시 영등포구 여의나루로 지하40(여의도동), 서울특별시 영등포구 의사당대로 지하101","수도권 도시철도 9호선, 5호선"
여의도역R,서울특별시 영등포구 의사당대로 83 (여의도동) 1층,여의도,"서울교통공사, 서울시메트로9호선(주)","서울특별시 영등포구 여의나루로 지하40(여의도동), 서울특별시 영등포구 의사당대로 지하101","수도권 도시철도 9호선, 5호선"
롯데캐슬여의도,서울특별시 영등포구 의사당대로 127 (여의도동) 롯데캐슬앰파이어 1층 104호,여의도,"서울교통공사, 서울시메트로9호선(주)","서울특별시 영등포구 여의나루로 지하40(여의도동), 서울특별시 영등포구 의사당대로 지하101","수도권 도시철도 9호선, 5호선"
여의도신한투자증권타워,서울특별시 영등포구 여의대로 70 (여의도동),여의도,"서울교통공사, 서울시메트로9호선(주)","서울특별시 영등포구 여의나루로 지하40(여의도동), 서울특별시 영등포구 의사당대로 지하101","수도권 도시철도 9호선, 5호선"
여의도호성,"서울특별시 영등포구 여의대방로65길 24, 호성빌딩 1층 (여의도동)",여의도,"서울교통공사, 서울시메트로9호선(주)","서울특별시 영등포구 여의나루로 지하40(여의도동), 서울특별시 영등포구 의사당대로 지하101","수도권 도시철도 9호선, 5호선"
여의도IFC(1F),서울특별시 영등포구 국제금융로 10 (여의도동),여의도,"서울교통공사, 서울시메트로9호선(주)","서울특별시 영등포구 여의나루로 지하40(여의도동), 서울특별시 영등포구 의사당대로 지하101","수도권 도시철도 9호선, 5호선"
타임스퀘어R,서울특별시 영등포구 영중로 15 지하 1층 (영등포동4가),영등포,한국철도공사,서울특별시 영등포구 경인로 846 (영등포동 618-496),1호선
영등포역,서울특별시 영등포구 경인로 870 (영등포동1가),영등포,한국철도공사,서울특별시 영등포구 경인로 846 (영등포동 618-496),1호선
신세계영등포B2,"서울특별시 영등포구 영중로 9, 신세계백화점 B관 지하2층 (영등포동4가)",영등포,한국철도공사,서울특별시 영등포구 경인로 846 (영등포동 618-496),1호선
신세계영등포B,"서울특별시 영등포구 영중로 9, 신세계백화점 B관 1층 (영등포동4가)",영등포,한국철도공사,서울특별시 영등포구 경인로 846 (영등포동 618-496),1호선
타임스퀘어B2,"서울특별시 영등포구 영중로 15, 지하2층 (영등포동4가)",영등포,한국철도공사,서울특별시 영등포구 경인로 846 (영등포동 618-496),1호선
영등포본동,서울특별시 영등포구 영등포로 254 (영등포동3가),영등포,한국철도공사,서울특별시 영등포구 경인로 846 (영등포동 618-496),1호선
타임스퀘어 ,서울특별시 영등포구 영중로 15 지상2층 (영등포동4가),영등포,한국철도공사,서울특별시 영등포구 경인로 846 (영등포동 618-496),1호선
국기원사거리,서울특별시 강남구 테헤란로 125 (역삼동),역삼역,서울교통공사,서울특별시 강남구 테헤란로 지하156(역삼동),2호선
역삼포스코,"서울특별시 강남구 테헤란로 134, P&S TOWER (역삼동)",역삼역,서울교통공사,서울특별시 강남구 테헤란로 지하156(역삼동),2호선
역삼대로,"서울특별시 강남구 테헤란로 211, 한국고등교육재단빌딩 1층 (역삼동)",역삼역,서울교통공사,서울특별시 강남구 테헤란로 지하156(역삼동),2호선
큰길타워,"서울특별시 강남구 테헤란로 223, 큰길타워빌딩 (역삼동)",역삼역,서울교통공사,서울특별시 강남구 테헤란로 지하156(역삼동),2호선
GS타워,서울특별시 강남구 논현로 508 (역삼동),역삼역,서울교통공사,서울특별시 강남구 테헤란로 지하156(역삼동),2호선
아크플레이스,서울특별시 강남구 테헤란로 142 (역삼동),역삼역,서울교통공사,서울특별시 강남구 테헤란로 지하156(역삼동),2호선
연신내역사거리,서울특별시 은평구 통일로 842 (불광동),연신내,서울교통공사,서울특별시 은평구 통일로 지하849(갈현동),3호선
연신내,서울특별시 은평구 통일로 867 (갈현동),연신내,서울교통공사,서울특별시 은평구 통일로 지하849(갈현동),3호선
왕십리역,서울특별시 성동구 왕십리로 326 (도선동),왕십리,"서울교통공사, 한국철도공사",서울특별시 성동구 왕십리로 지하300(행당동),"2호선, 5호선, 경의중앙선, 분당선"
엔터식스,서울특별시 성동구 왕십리광장로 17 (행당동),왕십리,"서울교통공사, 한국철도공사",서울특별시 성동구 왕십리로 지하300(행당동),"2호선, 5호선, 경의중앙선, 분당선"
왕십리역9번출구,서울특별시 성동구 고산자로 234,왕십리,"서울교통공사, 한국철도공사",서울특별시 성동구 왕십리로 지하300(행당동),"2호선, 5호선, 경의중앙선, 분당선"
용산역써밋R,"서울특별시 용산구 한강대로 69 (한강로2가, 용산푸르지오써밋)",용산,한국철도공사,서울특별시 용산구 한강대로23길 55 (한강로3가 40-999),1호선
신용산역,"서울특별시 용산구 한강대로 95 (한강로2가, 래미안용산)",용산,한국철도공사,서울특별시 용산구 한강대로23길 55 (한강로3가 40-999),1호선
용산전자랜드,서울특별시 용산구 청파로 74 (한강로3가),용산,한국철도공사,서울특별시 용산구 한강대로23길 55 (한강로3가 40-999),1호선
용산해링턴스퀘어,서울특별시 용산구 서빙고로 17 (한강로3가),용산,한국철도공사,서울특별시 용산구 한강대로23길 55 (한강로3가 40-999),1호선
용산역아이파크몰,서울특별시 용산구 한강대로23길 55,용산,한국철도공사,서울특별시 용산구 한강대로23길 55 (한강로3가 40-999),1호선
한국프레스센터,서울특별시 중구 세종대로 124 (태평로1가),을지로입구,서울교통공사,서울특별시 중구 을지로 지하42(을지로1가),2호선
종로관철,"서울특별시 종로구 종로12길 21, 2층 (관철동)",을지로입구,서울교통공사,서울특별시 중구 을지로 지하42(을지로1가),2호선
을지로경기빌딩,서울특별시 중구 남대문로10길 9 (삼각동) 경기빌딩서울특별시 중구 명동9길 16 (명동1가),을지로입구,서울교통공사,서울특별시 중구 을지로 지하42(을지로1가),2호선
을지로내외빌딩R,서울특별시 중구 을지로 51 (을지로2가),을지로입구,서울교통공사,서울특별시 중구 을지로 지하42(을지로1가),2호선
을지로2가,서울특별시 중구 삼일대로 358 (을지로2가),을지로입구,서울교통공사,서울특별시 중구 을지로 지하42(을지로1가),2호선
무교동,서울특별시 중구 무교로 21 (무교동) 코오롱빌딩 1층,을지로입구,서울교통공사,서울특별시 중구 을지로 지하42(을지로1가),2호선
명동중앙로,서울특별시 중구 명동길 60 (명동 2가),을지로입구,서울교통공사,서울특별시 중구 을지로 지하42(을지로1가),2호선
명동메트로,서울특별시 중구 명동9가길 14 (을지로1가) 메트로호텔,을지로입구,서울교통공사,서울특별시 중구 을지로 지하42(을지로1가),2호선
환구단,서울서울특별시 중구 소공로 112 (소공동)특별시 중구 명동9가길 14 (을지로1가) 메트로호텔,을지로입구,서울교통공사,서울특별시 중구 을지로 지하42(을지로1가),2호선
을지로삼화타워,서울특별시 중구 을지로5길 16 삼화타워1층,을지로입구,서울교통공사,서울특별시 중구 을지로 지하42(을지로1가),2호선
소공로,"서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 (소공동)",을지로입구,서울교통공사,서울특별시 중구 을지로 지하42(을지로1가),2호선
명동입구,서울특별시 중구 남대문로 68-1 (명동2가),을지로입구,서울교통공사,서울특별시 중구 을지로 지하42(을지로1가),2호선
을지로국제빌딩,서울특별시 중구 남대문로 109 (다동),을지로입구,서울교통공사,서울특별시 중구 을지로 지하42(을지로1가),2호선
서울중앙우체국,서울특별시 중구 소공로 70 (충무로 1가) 서울 중앙 우체국,을지로입구,서울교통공사,서울특별시 중구 을지로 지하42(을지로1가),2호선
종각,서울특별시 종로구 종로 64 (종로2가),을지로입구,서울교통공사,서울특별시 중구 을지로 지하42(을지로1가),2호선
송파KT,서울특별시 송파구 잠실로 209,잠실(송파구청),서울교통공사,"서울특별시 송파구 올림픽로 265, 서울특별시 송파구 올림픽로 305","2호선, 8호선"
잠실대교남단R,서울특별시 송파구 올림픽로35길 141,잠실(송파구청),서울교통공사,"서울특별시 송파구 올림픽로 265, 서울특별시 송파구 올림픽로 305","2호선, 8호선"
잠실시그마타워,서울특별시 송파구 올림픽로 289,잠실(송파구청),서울교통공사,"서울특별시 송파구 올림픽로 265, 서울특별시 송파구 올림픽로 305","2호선, 8호선"
잠실역,서울특별시 송파구 송파대로 562,잠실(송파구청),서울교통공사,"서울특별시 송파구 올림픽로 265, 서울특별시 송파구 올림픽로 305","2호선, 8호선"
잠실푸르지오월드,서울특별시 송파구 올림픽로35가길 9,잠실(송파구청),서울교통공사,"서울특별시 송파구 올림픽로 265, 서울특별시 송파구 올림픽로 305","2호선, 8호선"
광교,서울특별시 종로구 청계천로 59 (관철동),종각,서울교통공사,서울특별시 종로구 종로 지하55(종로1가),1호선
광화문D타워,서울특별시 종로구 종로3길 17 (청진동) D타워,종각,서울교통공사,서울특별시 종로구 종로 지하55(종로1가),1호선
광화문우체국,서울특별시 종로구 종로 6 (서린동),종각,서울교통공사,서울특별시 종로구 종로 지하55(종로1가),1호선
종로R,서울특별시 종로구 종로 51 (종로2가),종각,서울교통공사,서울특별시 종로구 종로 지하55(종로1가),1호선
영풍문고,서울특별시 종로구 청계천로 41 (서린동) 영풍빌딩,종각,서울교통공사,서울특별시 종로구 종로 지하55(종로1가),1호선
인사,서울특별시 종로구 인사동길 14 (인사동),종각,서울교통공사,서울특별시 종로구 종로 지하55(종로1가),1호선
종각,서울특별시 종로구 종로 64 (종로2가),종각,서울교통공사,서울특별시 종로구 종로 지하55(종로1가),1호선
종로관철," 서울특별시 종로구 종로12길 21, 2층 (관철동) ",종각,서울교통공사,서울특별시 종로구 종로 지하55(종로1가),1호선
종로구청,서울특별시 종로구 삼봉로 71 (수송동),종각,서울교통공사,서울특별시 종로구 종로 지하55(종로1가),1호선
종로수송,서울특별시 종로구 종로5길 30 (청진동) 1~3층,종각,서울교통공사,서울특별시 종로구 종로 지하55(종로1가),1호선
무교동,서울특별시 중구 무교로 21 (무교동) 코오롱빌딩 1층,종각,서울교통공사,서울특별시 종로구 종로 지하55(종로1가),1호선
무교로,서울특별시 중구 무교로 15,종각,서울교통공사,서울특별시 종로구 종로 지하55(종로1가),1호선
시청," 서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가) ",종각,서울교통공사,서울특별시 종로구 종로 지하55(종로1가),1호선
을지로경기빌딩,서울특별시 중구 남대문로10길 9 (삼각동) 경기빌딩,종각,서울교통공사,서울특별시 종로구 종로 지하55(종로1가),1호선
을지로국제빌딩,서울특별시 중구 남대문로 109 (다동),종각,서울교통공사,서울특별시 종로구 종로 지하55(종로1가),1호선
을지로내외빌딩R,서울특별시 중구 을지로 51 (을지로2가),종각,서울교통공사,서울특별시 종로구 종로 지하55(종로1가),1호선
을지로삼화타워,서울특별시 중구 을지로5길 16 삼화타워1층,종각,서울교통공사,서울특별시 종로구 종로 지하55(종로1가),1호선
을지로한국빌딩," 서울특별시 중구 을지로 50, 1층 (을지로 2가) ",종각,서울교통공사,서울특별시 종로구 종로 지하55(종로1가),1호선
광화문교보문고,서울특별시 종로구 종로 1,종각,서울교통공사,서울특별시 종로구 종로 지하55(종로1가),1호선
청계크리스탈스퀘어,서울특별시 중구 청계천로 106 (수표동),종로3가,서울교통공사,"서울특별시 종로구 종로 지하129(종로3가),서울특별시 종로구 돈화문로 지하30(묘동), 서울특별시 종로구 돈화문로11길 지하 26(돈의동)","1호선, 3호선, 5호선"
인사,서울특별시 종로구 인사동길 14 (인사동),종로3가,서울교통공사,"서울특별시 종로구 종로 지하129(종로3가),서울특별시 종로구 돈화문로 지하30(묘동), 서울특별시 종로구 돈화문로11길 지하 26(돈의동)","1호선, 3호선, 5호선"
종로관수,서울특별시 종로구 삼일대로20길 13 (관수동),종로3가,서울교통공사,"서울특별시 종로구 종로 지하129(종로3가),서울특별시 종로구 돈화문로 지하30(묘동), 서울특별시 종로구 돈화문로11길 지하 26(돈의동)","1호선, 3호선, 5호선"
종로3가,서울특별시 종로구 종로 113-1 (종로3가),종로3가,서울교통공사,"서울특별시 종로구 종로 지하129(종로3가),서울특별시 종로구 돈화문로 지하30(묘동), 서울특별시 종로구 돈화문로11길 지하 26(돈의동)","1호선, 3호선, 5호선"
천호로데오,서울특별시 강동구 천호대로 1037 (천호동),천호(풍납토성),서울교통공사,서울특별시 강동구 천호대로 지하997(천호동),"5호선, 8호선"
천호역," 서울특별시 강동구 천호대로 1012, 태승빌딩 (성내동) ",천호(풍납토성),서울교통공사,서울특별시 강동구 천호대로 지하997(천호동),"5호선, 8호선"
천호이마트,서울특별시 강동구 천호대로 1015-14 (천호동) 이마트별관,천호(풍납토성),서울교통공사,서울특별시 강동구 천호대로 지하997(천호동),"5호선, 8호선"
합정,"서울특별시 마서울특별시 마포구 월드컵로1길 14 (합정동) 마포한강푸르지오 110, 111, 112-2포구 양화로 78 (서교동) 서교빌딩 1층",합정,서울교통공사,"서울특별시 마포구 양화로 지하55(서교동), 서울특별시 마포구 양화로 지하45(합정동)","2호선, 6호선"
합정푸르지오,"서울특별시 마포구 월드컵로3길 14 (합정동, 마포 한강 2차 푸르지오)",합정,서울교통공사,"서울특별시 마포구 양화로 지하55(서교동), 서울특별시 마포구 양화로 지하45(합정동)","2호선, 6호선"
합정폴리스R,서울특별시 마포구 서교동 490,합정,서울교통공사,"서울특별시 마포구 양화로 지하55(서교동), 서울특별시 마포구 양화로 지하45(합정동)","2호선, 6호선"
합정메세나몰,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)",합정,서울교통공사,"서울특별시 마포구 양화로 지하55(서교동), 서울특별시 마포구 양화로 지하45(합정동)","2호선, 6호선"
혜화역,서울시 종로구 대학로12길 4 1~2층,혜화,서울교통공사,서울특별시 종로구 대학로 지하120(명륜4가),4호선
성대입구,서울특별시 종로구 창경궁로 235 (명륜3가),혜화,서울교통공사,서울특별시 종로구 대학로 지하120(명륜4가),4호선
마로니에공원,"서울특별시 종로구 대학로 116, 1-2층 (동숭동)",혜화,서울교통공사,서울특별시 종로구 대학로 지하120(명륜4가),4호선
동숭로아트,서울특별시 종로구 동숭길 110 (동숭동),혜화,서울교통공사,서울특별시 종로구 대학로 지하120(명륜4가),4호선
동숭길입구,서울특별시 종로구 대학로 146 (혜화동),혜화,서울교통공사,서울특별시 종로구 대학로 지하120(명륜4가),4호선
동교,서울특별시 마포구 월드컵북로 22,홍대입구,"공항철도주식회사, 한국철도공사, 서울교통공사","서울특별시 마포구 양화로 188, 서울특별시 마포구 양화로 160","인천국제공항선, 경의중앙선, 2호선"
서교동사거리,서울특별시 마포구 양화로 105,홍대입구,"공항철도주식회사, 한국철도공사, 서울교통공사","서울특별시 마포구 양화로 188, 서울특별시 마포구 양화로 160","인천국제공항선, 경의중앙선, 2호선"
신촌역,서울특별시 서대문구 신촌로 73,홍대입구,"공항철도주식회사, 한국철도공사, 서울교통공사","서울특별시 마포구 양화로 188, 서울특별시 마포구 양화로 160","인천국제공항선, 경의중앙선, 2호선"
신촌오거리,서울특별시 마포구 신촌로16길 10,홍대입구,"공항철도주식회사, 한국철도공사, 서울교통공사","서울특별시 마포구 양화로 188, 서울특별시 마포구 양화로 160","인천국제공항선, 경의중앙선, 2호선"
홍대갤러리,서울특별시 마포구 와우산로 101,홍대입구,"공항철도주식회사, 한국철도공사, 서울교통공사","서울특별시 마포구 양화로 188, 서울특별시 마포구 양화로 160","인천국제공항선, 경의중앙선, 2호선"
홍대공항철도역,서울특별시 마포구 양화로 178,홍대입구,"공항철도주식회사, 한국철도공사, 서울교통공사","서울특별시 마포구 양화로 188, 서울특별시 마포구 양화로 160","인천국제공항선, 경의중앙선, 2호선"
홍대동교,서울특별시 마포구 양화로 192,홍대입구,"공항철도주식회사, 한국철도공사, 서울교통공사","서울특별시 마포구 양화로 188, 서울특별시 마포구 양화로 160","인천국제공항선, 경의중앙선, 2호선"
홍대역,서울특별시 마포구 양화로 165,홍대입구,"공항철도주식회사, 한국철도공사, 서울교통공사","서울특별시 마포구 양화로 188, 서울특별시 마포구 양화로 160","인천국제공항선, 경의중앙선, 2호선"
홍대역8번출구,서울특별시 마포구 양화로 166,홍대입구,"공항철도주식회사, 한국철도공사, 서울교통공사","서울특별시 마포구 양화로 188, 서울특별시 마포구 양화로 160","인천국제공항선, 경의중앙선, 2호선"
홍대입구역사거리R,서울특별시 마포구 양화로 125,홍대입구,"공항철도주식회사, 한국철도공사, 서울교통공사","서울특별시 마포구 양화로 188, 서울특별시 마포구 양화로 160","인천국제공항선, 경의중앙선, 2호선"
청량리역사,서울특별시 동대문구 왕산로 214 (전농동),청량리,"한국철도공사, 서울교통공사","서울특별시 동대문구 왕산로 214, 서울특별시 동대문구 왕산로 지하205","1호선, 경의중앙선, 수인분당선"
,,대림(구로구청),서울교통공사,"서울특별시 구로구 도림천로 351, 서울특별시 영등포구 도림로 137","2호선, 7호선"
